PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
C	Jhunjhunwala, A; Sahana, SK		Sahana, SK; Saha, SK		Jhunjhunwala, Aman; Sahana, Sudip Kumar			Scalable Framework for Developing Adaptive and Personalized User Interfaces	ADVANCES IN COMPUTATIONAL INTELLIGENCE	Advances in Intelligent Systems and Computing				1st International Conference on Computational Intelligence (ICCI)	DEC 10-11, 2015	Birla Inst Technol, Ranchi, INDIA		Birla Inst Technol								Sahana, Sudip Kumar/0000-0002-2493-3695												2194-5357	2194-5365	978-981-10-2525-9; 978-981-10-2524-2				2017	509						289	298		10.1007/978-981-10-2525-9_28							WOS:000401112800027						
C	Mulay, P; Joshi, RR; Anguria, AK; Gonsalves, A; Deepankar, D; Ghosh, D		Satapathy, SC; Bhateja, V; Udgata, SK; Pattnaik, PK		Mulay, Preeti; Joshi, Rahul Raghvendra; Anguria, Aditya Kumar; Gonsalves, Alisha; Deepankar, Dakshayaa; Ghosh, Dipankar			Threshold Based Clustering Algorithm Analyzes Diabetic Mellitus	PROCEEDINGS OF THE 5TH INTERNATIONAL CONFERENCE ON FRONTIERS IN INTELLIGENT COMPUTING: THEORY AND APPLICATIONS, (FICTA 2016), VOL 2	Advances in Intelligent Systems and Computing				5th International Conference on Frontiers in Intelligent Computing - Theory and Applications (FICTA)	SEP 16-17, 2016	KIIT Univ, Sch Comp Engn, Bhubaneswar, INDIA		KIIT Univ, Sch Comp Engn							Mulay, Preeti/M-3470-2018; Joshi, Dr. Rahul/S-5003-2017	Mulay, Preeti/0000-0002-4779-6726; Joshi, Dr. Rahul/0000-0002-5871-890X												2194-5357	2194-5365	978-981-10-3156-4; 978-981-10-3155-7				2017	516						27	33		10.1007/978-981-10-3156-4_3							WOS:000518098500003						
C	Dang, HP; Nguyen, HN; Le, TD; Le, SP; Do, DT; Zdralek, J; Voznak, M		Barolli, L; Enokido, T		Huu-Phuc Dang; Hong-Nhu Nguyen; Thanh-Duc Le; Si-Phu Le; Dinh-Thuan Do; Zdralek, Jaroslav; Voznak, Miroslav			Enabling D2D Transmission Mode in Cellular Networks: Instantaneous Rate Consideration	INNOVATIVE MOBILE AND INTERNET SERVICES IN UBIQUITOUS COMPUTING, IMIS-2017	Advances in Intelligent Systems and Computing				11th International Conference on Innovative Mobile and Internet Services in Ubiquitous Computing (IMIS)	JUL 10-12, 2017	Ist Superiore Mario Boella, Torino, ITALY		Ist Superiore Mario Boella							Voznak, Miroslav/E-6448-2016; Nguyen, Hong-Nhu/ABC-6180-2020; Do, Dinh-Thuan/C-5477-2017	Voznak, Miroslav/0000-0001-5135-7980; Nguyen, Hong-Nhu/0000-0002-3094-4454; Do, Dinh-Thuan/0000-0003-2072-069X												2194-5357	2194-5365	978-3-319-61542-4; 978-3-319-61541-7				2018	612						547	553		10.1007/978-3-319-61542-4_53							WOS:000559732300053						
C	Angel-Lopez, JP; Murillo-Rendon, S		DePaz, JF; Julian, V; Villarrubia, G; Marreiros, G; Novais, P		Pablo Angel-Lopez, Juan; Murillo-Rendon, Santiago			Environment Mapping with Mobile Robot Guided by a Markers Vision System	AMBIENT INTELLIGENCE- SOFTWARE AND APPLICATIONS- 8TH INTERNATIONAL SYMPOSIUM ON AMBIENT INTELLIGENCE (ISAMI 2017)	Advances in Intelligent Systems and Computing				8th International Symposium on Ambient Intelligence (ISAmI)	JUN 21-23, 2017	Polytechn Porto, Porto, PORTUGAL	IEEE Secc Espana, CNRS, AFIA, AEPIA, APPIA, AI*IA, Junta Castilla Leon, IBM, Univ Politecnica Valencia, Univ Minho, Inst Educacao, Indra, IEEE Syst Man & Cybernet Soc	Polytechn Porto								Angel-Lopez, Juan Pablo/0000-0002-8217-7795; Murillo Rendon, Santiago/0000-0002-6081-4802												2194-5357	2194-5365	978-3-319-61118-1; 978-3-319-61117-4				2017	615						149	158		10.1007/978-3-319-61118-1_19							WOS:000452846600019						
C	Zhai, R		Du, Z		Zhai, Ran			The Information System of the Radio and Television Network Based on SOA	PROCEEDINGS OF THE 2012 INTERNATIONAL CONFERENCE OF MODERN COMPUTER SCIENCE AND APPLICATIONS	Advances in Intelligent Systems and Computing				International Conference of Modern Computer Science and Applications (MCSA 2012)	SEP 08, 2012	Wuhan, PEOPLES R CHINA	Informat Technol & Ind Engn Res Ctr																					2194-5357	2194-5365	978-3-642-33029-2; 978-3-642-33030-8				2013	191						191	196									WOS:000313841400031						
C	Jasiulewicz-Kaczmarek, M; Saniuk, A		Goossens, RHM		Jasiulewicz-Kaczmarek, Malgorzata; Saniuk, Anna			How to Make Maintenance Processes More Efficient Using Lean Tools?	ADVANCES IN SOCIAL & OCCUPATIONAL ERGONOMICS, AHFE 2017	Advances in Intelligent Systems and Computing				International Conference on Social & Occupational Ergonomics/8th International Conference on Applied Human Factors and Ergonomics (AHFE)	JUL 17-21, 2017	Los Angeles, CA									Jasiulewicz-Kaczmarek, Malgorzata/M-1624-2014; Saniuk, Anna/L-1821-2018	Saniuk, Anna/0000-0003-2560-9237; Jasiulewicz-Kaczmarek, Malgorzata/0000-0002-8332-3192												2194-5357	2194-5365	978-3-319-60828-0; 978-3-319-60827-3				2018	605						9	20		10.1007/978-3-319-60828-0_2							WOS:000449704700002						
C	Rodic, A; Stevanovic, I; Jovanovic, MD; Urukalo, D		Borangiu, T		Rodic, Aleksandar; Stevanovic, Ilija; Jovanovic, Milos D.; Urukalo, Dorde			On Building Remotely Operated Underwater Robot-Explorer with Bi-manual Poly-articular System	ADVANCES IN ROBOT DESIGN AND INTELLIGENT CONTROL	Advances in Intelligent Systems and Computing				24th International Conference on Robotics in Alpe-Adria-Danube Region (RAAD)	MAY 27-29, 2015	Bucharest, ROMANIA									Jovanovic, Milos/AAO-9675-2021; Stevanovic, Ilija/R-2049-2019	Jovanovic, Milos/0000-0002-6621-8235												2194-5357		978-3-319-21290-6; 978-3-319-21289-0				2016	371						481	490		10.1007/978-3-319-21290-6_48							WOS:000381804400048						
C	Rogala, T; Amarowicz, M		Angelov, P; Atanassov, KT; Doukovska, L; Hadjiski, M; Jotsov, V; Kacprzyk, J; Kasabov, N; Sotirov, S; Szmidt, E; Zadrozny, S		Rogala, Tomasz; Amarowicz, Marcin			Multimodal Statement Networks for Organic Rankine Cycle Diagnostics - Use Case of Diagnostic Modeling	INTELLIGENT SYSTEMS'2014, VOL 1: MATHEMATICAL FOUNDATIONS, THEORY, ANALYSES	Advances in Intelligent Systems and Computing				7th IEEE International Conference on Intelligent Systems (IEEE IS)	SEP 24-26, 2014	Warsaw, POLAND	Polish Acad Sci, Syst Res Inst, Polish Acad Sci, Dept IV Engn Sci, Ind Inst Automat & Measurements, Inst Elect & Elect Engineers, Poland Sect, Computat Intelligence Soc, Polish Operat & Syst Res Soc, Inst Elect Elect Engineers Syst, Man & Cybernet Soc, Inst Elect Elect Engineers Computat Intelligence Soc, Polish Neural Network Soc, Polish Assoc Artificial Intelligence, Inst Elect Elect Engineers									Rogala, Tomasz/0000-0001-7320-5582												2194-5357		978-3-319-11312-8				2015	322						605	612		10.1007/978-3-319-11313-5_53							WOS:000360172200053						
C	Uma, R; Dhavachelvan, P		Meghanathan, N; Nagamalai, D; Chaki, N		Uma, R.; Dhavachelvan, P.			Analysis on Impact of Behavioral Modeling in Performance of Synthesis Process	ADVANCES IN COMPUTING AND INFORMATION TECHNOLOGY, VOL 3	Advances in Intelligent Systems and Computing				2nd International Conference on Advances in Computing and Information Technology (ACITY 2012)	JUL 13-15, 2012	Chennai, INDIA									Ponnurangam, Dhavachelvan/B-3307-2013	Ponnurangam, Dhavachelvan/0000-0002-1676-6700												2194-5357	2194-5365	978-3-642-31599-2				2013	178						593	602									WOS:000312969100058						
C	Saha, I; Debnath, N		Abraham, A; Muhuri, PK; Muda, AK; Gandhi, N		Saha, Indrajit; Debnath, Nivriti			Semi-Supervised Learning with the Integration of Fuzzy Clustering and Artificial Neural Network	HYBRID INTELLIGENT SYSTEMS, HIS 2017	Advances in Intelligent Systems and Computing				17th International Conference on Hybrid Intelligent Systems (HIS)	DEC 14-16, 2017	New Delhi, INDIA	Machine Intelligence Res Labs, S Asian Univ																					2194-5357	2194-5365	978-3-319-76351-4; 978-3-319-76350-7				2018	734						20	29		10.1007/978-3-319-76351-4_3							WOS:000456078600003						
S	Lasota, T; Telec, Z; Trawinski, B; Trawinski, G		Zgrzywa, A; Choros, K; Sieminski, A		Lasota, Tadeusz; Telec, Zbigniew; Trawinski, Bogdan; Trawinski, Grzegorz			Experimental Evaluation of Resampling Combined with Clustering and Random Oracle Using Genetic Fuzzy Systems	MULTIMEDIA AND INTERNET SYSTEMS: THEORY AND PRACTICE	Advances in Intelligent Systems and Computing															LASOTA, TADEUSZ/AAI-9207-2020													2194-5357		978-3-642-32334-8; 978-3-642-32335-5				2013	183						131	142			10.1007/978-3-642-32335-5						WOS:000315746000013						
C	Mohan, AK; Kumar, TG		Suresh, LP; Dash, SS; Panigrahi, BK		Mohan, Ashok Kumar; Kumar, T. Gireesh			Secure Seed-Based Sturdy OTP via Convenient Carry-on Device	ARTIFICIAL INTELLIGENCE AND EVOLUTIONARY ALGORITHMS IN ENGINEERING SYSTEMS, VOL 1	Advances in Intelligent Systems and Computing				International Conference on Artificial Intelligence and Evolutionary Algorithms in Engineering Systems (ICAEES)	APR 22-23, 2014	Noorul Islam Univ, Noorul Islam Ctr Higher Educ, Kumaracoil, INDIA		Noorul Islam Univ, Noorul Islam Ctr Higher Educ								Mohan, Ashok Kumar/0000-0003-3519-2228; T, Gireesh Kumar/0000-0002-6313-3850												2194-5357		978-81-322-2126-5; 978-81-322-2125-8				2015	324						447	455		10.1007/978-81-322-2126-5_49							WOS:000357781400049						
C	Burdo, G		Abraham, A; Kovalev, S; Tarassov, V; Snasel, V; Vasileva, M; Sukhanov, A		Burdo, Georgy			Decision Models for Volume Plans in Mechanical Engineering	PROCEEDINGS OF THE SECOND INTERNATIONAL SCIENTIFIC CONFERENCE INTELLIGENT INFORMATION TECHNOLOGIES FOR INDUSTRY (IITI'17), VOL 2	Advances in Intelligent Systems and Computing				2nd International Scientific Conference on Intelligent Information Technologies for Industry (IITI)	SEP 14-16, 2017	Varna, BULGARIA	Tech Univ Varna, Tech Univ Sofia, VSB Tech Univ Ostrava, Rostov State Transport Univ								Burdo, Georgy/ABH-9771-2020	Burdo, Georgy/0000-0003-2978-3750												2194-5357	2194-5365	978-3-319-68324-9				2018	680						67	75		10.1007/978-3-319-68324-9_8							WOS:000585075400008						
C	Hussain, S; Bazaz, MA		Perez, GM; Tiwari, S; Trivedi, MC; Mishra, KK		Hussain, Shoeb; Bazaz, Mohammad Abid			Adaptive Neural Type II Fuzzy Logic-Based Speed Control of Induction Motor Drive	AMBIENT COMMUNICATIONS AND COMPUTER SYSTEMS, RACCCS 2017	Advances in Intelligent Systems and Computing				2nd International Conference on Recent Advancement in Computer, Communication and Computational Sciences (RACCCS)	SEP 02-03, 2017	Aryabhatta Coll Engn & Res Ctr, Ajmer, INDIA		Aryabhatta Coll Engn & Res Ctr							Hussain, Shoeb/J-6509-2019	Hussain, Shoeb/0000-0001-7171-1422; Bazaz, Mohammad Abid/0000-0002-0300-2533												2194-5357	2194-5365	978-981-10-7386-1; 978-981-10-7385-4				2018	696						81	92		10.1007/978-981-10-7386-1_7							WOS:000454481600007						
C	Baker, AL; Keebler, JR		SavageKnepshield, P; Chen, J		Baker, Anthony L.; Keebler, Joseph R.			Factors Affecting Performance of Human-Automation Teams	ADVANCES IN HUMAN FACTORS IN ROBOTS AND UNMANNED SYSTEMS	Advances in Intelligent Systems and Computing				7th International Conference on Applied Human Factors and Ergonomics / International Conference on Human Factors in Robots and Unmanned Systems	JUL 27-31, 2016	Bay Lake, FL										Keebler, Joseph/0000-0003-2246-7472												2194-5357	2194-5365	978-3-319-41959-6; 978-3-319-41958-9				2017	499						331	340		10.1007/978-3-319-41959-6_27							WOS:000390838400027						
C	Grassmann, W		Obaidat, MS; Kacprzyk, J; Oren, T; Filipe, J		Grassmann, Winfried			Multiple Runs in the Simulation of Stochastic Systems Can Improve the Estimates of Equilibrium Expectations	SIMULATION AND MODELING METHODOLOGIES, TECHNOLOGIES AND APPLICATIONS (SIMULTECH 2015)	Advances in Intelligent Systems and Computing				5th International Conference on Simulation and Modeling Methodologies, Technologies and Applications (SIMULTECH)	JUL 21-23, 2015	Colmar, FRANCE	Inst Syst & Technologies Informat Control & Commun, Univ Haute Alsace, Liophant Simulat & Simulat Team									Grassmann, Winfried/0000-0002-1446-4020												2194-5357		978-3-319-31295-8; 978-3-319-31294-1				2016	442						35	48		10.1007/978-3-319-31295-8_3							WOS:000386915200003						
C	Sreenivas, BC; Prakash, GCB; Ramakrishnan, KV		Meghanathan, N; Nagamalai, D; Chaki, N		Sreenivas, B. C.; Prakash, G. C. Bhanu; Ramakrishnan, K. V.			M-ADTCP: An Approach for Congestion Control in MANET	ADVANCES IN COMPUTING AND INFORMATION TECHNOLOGY, VOL 3	Advances in Intelligent Systems and Computing				2nd International Conference on Advances in Computing and Information Technology (ACITY 2012)	JUL 13-15, 2012	Chennai, INDIA										BC, sreenivas/0000-0002-9509-2109												2194-5357	2194-5365	978-3-642-31599-2				2013	178						531	+									WOS:000312969100052						
C	Raihana, KK; Anjum, F; Shoaib, AM; Hossain, MAI; Alimuzzaman, M; Rahman, RM		Silhavy, R; Senkerik, R; Oplatkova, ZK; Prokopova, Z; Silhavy, P		Raihana, Kazi Kowshin; Anjum, Fayezah; Shoaib, Abu Saleh Mohammed; Hossain, Md. Abdullah Ibne; Alimuzzaman, M.; Rahman, Rashedur M.			A Case Study on Flat Rate Estimation Based on Fuzzy Logic	ARTIFICIAL INTELLIGENCE TRENDS IN INTELLIGENT SYSTEMS, CSOC2017, VOL 1	Advances in Intelligent Systems and Computing				6th Computer Science On-Line Conference (CSOC)	APR, 2017	Zlin, CZECH REPUBLIC	OpenPublish eu s r o								Rahman, Rashedur M/AAW-1486-2021	Rahman, Rashedur M/0000-0002-4514-6279												2194-5357		978-3-319-57261-1				2017	573						322	332		10.1007/978-3-319-57261-1_32							WOS:000405337000032						
C	Ruzic, A		Borangiu, T		Ruzic, Anton			Considerations for Robot Vision in Glass Production	ADVANCES IN ROBOT DESIGN AND INTELLIGENT CONTROL	Advances in Intelligent Systems and Computing				24th International Conference on Robotics in Alpe-Adria-Danube Region (RAAD)	MAY 27-29, 2015	Bucharest, ROMANIA																						2194-5357	2194-5365	978-3-319-21290-6; 978-3-319-21289-0				2016	371						203	211		10.1007/978-3-319-21290-6_21							WOS:000381804400021						
C	Panda, S; Sarangi, SK; Sarangi, A		Jain, LC; Patnaik, S; Ichalkaranje, N		Panda, Suraj; Sarangi, Shubhendu Kumar; Sarangi, Archana			Biomedical Image Registration Using Genetic Algorithm	INTELLIGENT COMPUTING, COMMUNICATION AND DEVICES	Advances in Intelligent Systems and Computing				1st International Conference on Intelligent Computing, Communication and Devices (ICCD)	APR 18-19, 2014	SOA Univ, Bhubaneswar, INDIA		SOA Univ																				2194-5357		978-81-322-2008-4				2015	309						289	296		10.1007/978-81-322-2009-1_34							WOS:000380479900034						
C	Lourenco, JR; Cabral, B; Bernardino, J		Rocha, A; Correia, AM; Adeli, H; Reis, LP; Teixeira, MM		Lourenco, Joao Ricardo; Cabral, Bruno; Bernardino, Jorge			A predictive model for exception handling	NEW ADVANCES IN INFORMATION SYSTEMS AND TECHNOLOGIES, VOL 1	Advances in Intelligent Systems and Computing				World Conference on Information Systems and Technologies (WorldCIST)	MAR 22-24, 2016	Recife, BRAZIL									Bernardino, Jorge/K-6437-2014	Bernardino, Jorge/0000-0001-9660-2011; Cabral, Bruno/0000-0001-9699-1133												2194-5357	2194-5365	978-3-319-31232-3; 978-3-319-31231-6				2016	444						767	776		10.1007/978-3-319-31232-3_72							WOS:000417258700072						
C	Verma, S; Girdhar, A; Jha, RRK		Perez, GM; Tiwari, S; Trivedi, MC; Mishra, KK		Verma, Staffi; Girdhar, Akshay; Jha, Ravi Ranjan Kumar			Real-Time Eye Detection Method for Driver Assistance System	AMBIENT COMMUNICATIONS AND COMPUTER SYSTEMS, RACCCS 2017	Advances in Intelligent Systems and Computing				2nd International Conference on Recent Advancement in Computer, Communication and Computational Sciences (RACCCS)	SEP 02-03, 2017	Aryabhatta Coll Engn & Res Ctr, Ajmer, INDIA		Aryabhatta Coll Engn & Res Ctr																				2194-5357	2194-5365	978-981-10-7386-1; 978-981-10-7385-4				2018	696						693	702		10.1007/978-981-10-7386-1_58							WOS:000454481600058						
C	Krokavec, D; Filasova, A		Koscielny, JM; Syfert, M; Sztyber, A		Krokavec, Dusan; Filasova, Anna			H-2/H-infinity Principle in Discrete-Time Virtual Actuator Design	ADVANCED SOLUTIONS IN DIAGNOSTICS AND FAULT TOLERANT CONTROL	Advances in Intelligent Systems and Computing				13th International Conference on Diagnostics of Processes and Systems (DPS)	SEP 10-13, 2017	Sandomierz, POLAND	Warsaw Univ Technol, Univ Zielona Gora, Gdansk Univ Technol, Warsaw Univ Technol, Fac Mechatron, Inst Automat Control & Robot, Polish Acad Sci, Comm Automat Control & Robot								Filasova, Anna/AAA-6013-2020; Krokavec, Dusan/R-5448-2018	Krokavec, Dusan/0000-0002-4358-1226												2194-5357	2194-5365	978-3-319-64474-5; 978-3-319-64473-8				2018	635						45	56		10.1007/978-3-319-64474-5_4							WOS:000456930300004						
C	Marsalek, O; Dlugos, J; Novotny, P; Zhanal, L		Jablonski, R; Brezina, T		Marsalek, Ondrej; Dlugos, Jozef; Novotny, Pavel; Zhanal, Lubor			Contact Area Evaluation Experiment Verified by Computational Model in MBS	ADVANCED MECHATRONICS SOLUTIONS	Advances in Intelligent Systems and Computing				11th International Conference on Mechatronics	SEP 21-23, 2015	Warsaw, POLAND	Warsaw Univ Technol, Fac Mechatron								Novotny, Pavel/P-9308-2019; Novotny, Pavel/P-8188-2015	Novotny, Pavel/0000-0002-7513-2345; 												2194-5357		978-3-319-23923-1				2016	393						489	494		10.1007/978-3-319-23923-1_71							WOS:000389517600071						
C	Jape, VS; Bharadwaj, DG		Dash, SS; Bhaskar, MA; Panigrahi, BK; Das, S		Jape, Vidula S.; Bharadwaj, D. G.			A New Approach to Object-Oriented Programming Language for Remote Power Quality Monitoring and Analysis Considering Harmonics	ARTIFICIAL INTELLIGENCE AND EVOLUTIONARY COMPUTATIONS IN ENGINEERING SYSTEMS, ICAIECES 2015	Advances in Intelligent Systems and Computing				International Conference on Artificial Intelligence and Evolutionary Computations in Engineering Systems (ICAIECES)	APR 22-23, 2015	Velammal Engn Coll, Chennai, INDIA		Velammal Engn Coll																				2194-5357		978-81-322-2656-7; 978-81-322-2654-3				2016	394						323	331		10.1007/978-81-322-2656-7_29							WOS:000371315700029						
C	Spielman, Z; Gertman, DI; Liu, HR; Pray, I; Traiteur, J; Wold, S; Wysmuller, S		Stanton, NA		Spielman, Zachary; Gertman, David I.; Liu, Haoran; Pray, Ira; Traiteur, Justin; Wold, Scott; Wysmuller, Steven			Machine Learning and Big Data Analytics in Support of Fleet Safety During Severe Weather	ADVANCES IN HUMAN ASPECTS OF TRANSPORTATION	Advances in Intelligent Systems and Computing				AHFE International Conference on Human Factors in Transportation	JUL 17-21, 2017	Los Angeles, CA																						2194-5357	2194-5365	978-3-319-60441-1; 978-3-319-60440-4				2018	597						662	671		10.1007/978-3-319-60441-1_64							WOS:000448241200064						
S	Jus, A; Nowak, P; Szewczyk, R		Szewczyk, R; Zielinski, C; Kaliczynska, M		Jus, Andrzej; Nowak, Pawel; Szewczyk, Roman			Automatic System for Identification of Temperature Parameters of Resistors Based on Self-heating Phenomena	PROGRESS IN AUTOMATION, ROBOTICS AND MEASURING TECHNIQUES, VOL 3: MEASURING TECHNIQUES AND SYSTEMS	Advances in Intelligent Systems and Computing																Nowak, Pawel/0000-0003-4156-5473; Szewczyk, Roman/0000-0002-1214-1009												2194-5357		978-3-319-15835-8; 978-3-319-15834-1				2015	352						91	100		10.1007/978-3-319-15835-8_11	10.1007/978-3-319-15835-8						WOS:000372957700012						
