PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
C	Rohit, K; Gorthi, RKSS; Mishra, D		Raman, B; Kumar, S; Roy, PP; Sen, D		Rohit, Kumar; Gorthi, R. K. Sai Subrahmanyam; Mishra, Deepak			Applicability of Self-Organizing Maps in Content-Based Image Classification	PROCEEDINGS OF INTERNATIONAL CONFERENCE ON COMPUTER VISION AND IMAGE PROCESSING, CVIP 2016, VOL 1	Advances in Intelligent Systems and Computing				1st International Conference on Computer Vision and Image Processing (CVIP)	FEB 26-28, 2016	Indian Inst Technol Roorkee, Roorkee, INDIA	Dept Sci & Technol, Govt India, Def Res & Dev Org	Indian Inst Technol Roorkee							Gorthi, Rama Krishna Sai S/T-5256-2019													2194-5357	2194-5365	978-981-10-2104-6; 978-981-10-2103-9				2017	459						309	321		10.1007/978-981-10-2104-6_28							WOS:000407054300028						
C	Kamal, GP; Rao, SK		Satapathy, SC; Tavares, JMRS; Bhateja, V; Mohanty, JR		Kamal, G. Pradeep; Rao, S. Koteswara			Application of Total Least Squares Version of ESPRIT Algorithm for Seismic Signal Processing	INFORMATION AND DECISION SCIENCES	Advances in Intelligent Systems and Computing				6th International Conference on Frontiers of Intelligent Computing: Theory and Applications (FICTA)	OCT 14-15, 2017	KIIT Univ, Sch Comp Applicat, Bhubaneswar, INDIA		KIIT Univ, Sch Comp Applicat							S., Koteswara Rao/U-5185-2018; Rao, S Koteswara/N-7408-2016	S., Koteswara Rao/0000-0003-2129-2084; 												2194-5357	2194-5365	978-981-10-7563-6; 978-981-10-7562-9				2018	701						237	247		10.1007/978-981-10-7563-6_25							WOS:000553798400025						
S	Sun, ZH; Wang, F		Zgrzywa, A; Choros, K; Sieminski, A		Sun, Zhanhu; Wang, Feng			A Comparative Study of Features and Distance Metrics for Trajectory Clustering in Open Video Domains	NEW RESEARCH IN MULTIMEDIA AND INTERNET SYSTEMS	Advances in Intelligent Systems and Computing																												2194-5357	2194-5365	978-3-319-10382-2				2015	314						47	56		10.1007/978-3-319-10383-9_5	10.1007/978-3-319-10383-9						WOS:000348199400006						
C	Morgan, PL; Alford, C; Williams, C; Parkhurst, G; Pipe, T		Stanton, NA		Morgan, Phillip L.; Alford, Chris; Williams, Craig; Parkhurst, Graham; Pipe, Tony			Manual Takeover and Handover of a Simulated Fully Autonomous Vehicle Within Urban and Extra-Urban Settings	ADVANCES IN HUMAN ASPECTS OF TRANSPORTATION	Advances in Intelligent Systems and Computing				AHFE International Conference on Human Factors in Transportation	JUL 17-21, 2017	Los Angeles, CA																						2194-5357	2194-5365	978-3-319-60441-1; 978-3-319-60440-4				2018	597						760	771		10.1007/978-3-319-60441-1_73							WOS:000448241200073						
C	Jacob, G; Jayakrishnan, R; Bijlani, K		Satapathy, SC; Tavares, JMRS; Bhateja, V; Mohanty, JR		Jacob, George; Jayakrishnan, R.; Bijlani, Kamal			Smart Fire Safety: Serious Game for Fire Safety Awareness	INFORMATION AND DECISION SCIENCES	Advances in Intelligent Systems and Computing				6th International Conference on Frontiers of Intelligent Computing: Theory and Applications (FICTA)	OCT 14-15, 2017	KIIT Univ, Sch Comp Applicat, Bhubaneswar, INDIA		KIIT Univ, Sch Comp Applicat																				2194-5357	2194-5365	978-981-10-7563-6; 978-981-10-7562-9				2018	701						39	47		10.1007/978-981-10-7563-6_5							WOS:000553798400005						
C	Ul Islam, SR; Tareq, M		Xu, J; Hajiyev, A; Nickel, S; Gen, M		Ul Islam, Shibli Rubayat; Tareq, Mohammad			A Study on the Macro Economic Antecedents and Trends of Mobile Banking Services in Bangladesh	PROCEEDINGS OF THE TENTH INTERNATIONAL CONFERENCE ON MANAGEMENT SCIENCE AND ENGINEERING MANAGEMENT	Advances in Intelligent Systems and Computing				10th International Conference on Management Science and Engineering Management (ICMSEM)	AUG 31-SEP 02, 2016	Baku, AZERBAIJAN	Int Soc Management Sci & Engn Management, Minist Educ Azerbaijan, Sichuan Univ																					2194-5357		978-981-10-1837-4; 978-981-10-1836-7				2017	502						1495	1503		10.1007/978-981-10-1837-4_121							WOS:000407613300123						
C	Girish, H; Shashikumar, DR		Silhavy, R; Senkerik, R; Oplatkova, ZK; Prokopova, Z; Silhavy, P		Girish, H.; Shashikumar, D. R.			Cost-Effective Computational Modeling of Fault Tolerant Optimization of FinFET-Based SRAM Cells	CYBERNETICS AND MATHEMATICS APPLICATIONS IN INTELLIGENT SYSTEMS, CSOC2017, VOL 2	Advances in Intelligent Systems and Computing				6th Computer Science On-Line Conference (CSOC)	APR, 2017	Zlin, CZECH REPUBLIC	OpenPublish eu s r o								H, Girish/AAU-6394-2021													2194-5357	2194-5365	978-3-319-57264-2				2017	574						1	12		10.1007/978-3-319-57264-2_1							WOS:000405339200001						
C	Encheva, S		Satapathy, SC; Tavares, JMRS; Bhateja, V; Mohanty, JR		Encheva, Sylvia			Graph Representation of Multiple Misconceptions	INFORMATION AND DECISION SCIENCES	Advances in Intelligent Systems and Computing				6th International Conference on Frontiers of Intelligent Computing: Theory and Applications (FICTA)	OCT 14-15, 2017	KIIT Univ, Sch Comp Applicat, Bhubaneswar, INDIA		KIIT Univ, Sch Comp Applicat																				2194-5357	2194-5365	978-981-10-7563-6; 978-981-10-7562-9				2018	701						89	97		10.1007/978-981-10-7563-6_10							WOS:000553798400010						
C	Jastrzebska, A; Lesinski, W		Skulimowski, AMJ; Kacprzyk, J		Jastrzebska, Agnieszka; Lesinski, Wojciech			Modeling in Feature and Concept Spaces: Exclusion Relations and Similarities of Features Related with Exclusions	KNOWLEDGE, INFORMATION AND CREATIVITY SUPPORT SYSTEMS: RECENT TRENDS, ADVANCES AND SOLUTIONS, KICSS 2013	Advances in Intelligent Systems and Computing				8th International Conference on Knowledge, Information, and Creativity Support Systems (KICSS)	NOV 07-09, 2013	Krakow, POLAND										Lesinski, Wojciech/0000-0001-6628-9466												2194-5357		978-3-319-19090-7; 978-3-319-19089-1				2016	364						441	453		10.1007/978-3-319-19090-7_33							WOS:000378742300032						
C	Benhamed, S; Nait-Bahloul, S		Rocha, A; Serrhini, M; Felgueiras, C		Benhamed, Siham; Nait-Bahloul, Safia			Optimization of RDF Data Preprocessing for METIS Partitioning	EUROPE AND MENA COOPERATION ADVANCES IN INFORMATION AND COMMUNICATION TECHNOLOGIES	Advances in Intelligent Systems and Computing				Europe, Middle East and North Africa Conference on Technology and Security to Support Learning (EMENA-TSSL)	OCT 03-05, 2016	Oujda, MOROCCO																						2194-5357		978-3-319-46568-5; 978-3-319-46567-8				2017	520						245	253		10.1007/978-3-319-46568-5_25							WOS:000392196900025						
C	Schicchi, D; Pilato, G		Barolli, L; Terzo, O		Schicchi, Daniele; Pilato, Giovanni			WORDY: A Semi-automatic Methodology Aimed at the Creation of Neologisms Based on a Semantic Network and Blending Devices	COMPLEX, INTELLIGENT, AND SOFTWARE INTENSIVE SYSTEMS, CISIS-2017	Advances in Intelligent Systems and Computing				11th International Conference on Complex, Intelligent, and Software Intensive Systems (CISIS)	JUL 10-12, 2017	Ist Superiore Mario Boella, Torino, ITALY		Ist Superiore Mario Boella							Schicchi, Daniele/ABD-7185-2020	Schicchi, Daniele/0000-0003-0154-2736												2194-5357	2194-5365	978-3-319-61566-0; 978-3-319-61565-3				2018	611						236	248		10.1007/978-3-319-61566-0_23							WOS:000432998800023						
C	Majak, M; Zolnierek, A		Burduk, R; Jackowski, K; Kurzynski, M; Wozniak, M; Zolnierek, A		Majak, Marcin; Zolnierek, Andrzej			Rough Sets and Fuzzy Logic Approach for Handwritten Digits and Letters Recognition	PROCEEDINGS OF THE 9TH INTERNATIONAL CONFERENCE ON COMPUTER RECOGNITION SYSTEMS, CORES 2015	Advances in Intelligent Systems and Computing				9th International Conference on Computer Recognition Systems (CORES)	MAY 25-27, 2015	Wroclaw, POLAND	Wroclaw Univ Technol, Dept Syst & Comp Networks																					2194-5357	2194-5365	978-3-319-26227-7; 978-3-319-26225-3				2016	403						713	722		10.1007/978-3-319-26227-7_67							WOS:000408649300067						
C	Kishi, K; Suzuki, H; Koyama, A		Barolli, L; Terzo, O		Kishi, Kyohei; Suzuki, Hiroyuki; Koyama, Akio			A Communication Method for Wireless Mesh Networks Suitable to IoT Communication Environment	COMPLEX, INTELLIGENT, AND SOFTWARE INTENSIVE SYSTEMS, CISIS-2017	Advances in Intelligent Systems and Computing				11th International Conference on Complex, Intelligent, and Software Intensive Systems (CISIS)	JUL 10-12, 2017	Ist Superiore Mario Boella, Torino, ITALY		Ist Superiore Mario Boella																				2194-5357	2194-5365	978-3-319-61566-0; 978-3-319-61565-3				2018	611						117	127		10.1007/978-3-319-61566-0_11							WOS:000432998800011						
C	Rai, M; Virk, KS		Singh, R; Choudhury, S; Gehlot, A		Rai, Munishwar; Virk, Kiranpal Singh			Software Component Quality Models: A Survey	INTELLIGENT COMMUNICATION, CONTROL AND DEVICES, ICICCD 2017	Advances in Intelligent Systems and Computing				2nd International Conference on Intelligent Communication, Control and Devices (ICICCD)	APR 15-16, 2017	Dehradun, INDIA	Univ Petr & Energy Studies Engn, Dept Elect, Instrumentat & Control Engn																					2194-5357	2194-5365	978-981-10-5903-2; 978-981-10-5902-5				2018	624						247	255		10.1007/978-981-10-5903-2_27							WOS:000553697500027						
C	Singh, A; Batra, S		Buyya, R; Thampi, SM		Singh, Amrinderpreet; Batra, Shalini			P-Skip Graph: An Efficient Data Structure for Peer-to-Peer Network	INTELLIGENT DISTRIBUTED COMPUTING	Advances in Intelligent Systems and Computing				3rd International Symposium on Intelligent Informatics (ISI)	SEP 24-27, 2014	Galgotias Coll Engn & Technol, Delhi, INDIA		Galgotias Coll Engn & Technol																				2194-5357		978-3-319-11226-8				2015	321						43	54		10.1007/978-3-319-11227-5_5							WOS:000347783600005						
C	Simjanoska, M; Bogdanova, AM; Popeska, Z		Trajkovik, V; Mishev, A		Simjanoska, Monika; Bogdanova, Ana Madevska; Popeska, Zaneta			Bayesian Multiclass Classification of Gene Expression Colorectal Cancer Stages	ICT INNOVATIONS 2013: ICT INNOVATIONS AND EDUCATION	Advances in Intelligent Systems and Computing				5th ICT Innovations Conference	SEP 12-15, 2013	Ohrid, MACEDONIA	Macedonian Soc Informat & Commun Technol								Bogdanova, Ana Madevska/P-6901-2014	Bogdanova, Ana Madevska/0000-0002-0906-3548; Simjanoska, Monika/0000-0002-5028-3841												2194-5357	2194-5365	978-3-319-01465-4				2014	231						177	186		10.1007/978-3-319-01466-1_17							WOS:000324078400017						
C	Czopik, J; Stolfa, J; Stolfa, S; Kosinar, MA; Vondrak, I		Abraham, A; WegrzynWolska, K; Hassanien, AE; Snasel, V; Alimi, AM		Czopik, Jan; Stolfa, Jakub; Stolfa, Svatopluk; Kosinar, Michael Alexander; Vondrak, Ivo			Software Process Resource Utilization Simulation Using CPN	PROCEEDINGS OF THE SECOND INTERNATIONAL AFRO-EUROPEAN CONFERENCE FOR INDUSTRIAL ADVANCEMENT (AECIA 2015)	Advances in Intelligent Systems and Computing				2nd International Afro-European Conference for Industrial Advancement (AECIA)	SEP 09-11, 2015	Engn Sch Digital Sci, AllianSTIC Lab, Villejuif, FRANCE	Tech Univ Ostrava, Dept Comp Sci, Univ Sfax, Res Grp Intelligent Machines	Engn Sch Digital Sci, AllianSTIC Lab							Stolfa, Svatopluk/AAN-5863-2021	Stolfa, Svatopluk/0000-0003-4125-1546; Stolfa, Jakub/0000-0003-0599-6209												2194-5357		978-3-319-29504-6; 978-3-319-29503-9				2016	427						33	43		10.1007/978-3-319-29504-6_5							WOS:000371912400005						
C	Ben Abdellafou, K; Hadda, H; Korbaa, O		Madureira, AM; Abraham, A; Gamboa, D; Novais, P		Ben Abdellafou, Khaoula; Hadda, Hatem; Korbaa, Ouajdi			Heuristic for Scheduling Intrees on m Machines with Non-availability Constraints	INTELLIGENT SYSTEMS DESIGN AND APPLICATIONS (ISDA 2016)	Advances in Intelligent Systems and Computing				16th International Conference on Intelligent Systems Design and Applications (ISDA)	DEC 16-18, 2016	Porto, PORTUGAL	Inst Super Engn Porto, Machine Intelligence Res Labs								KORBAA, Ouajdi/G-4705-2019; Hadda, Hatem/AAD-1449-2020; KORBAA, Ouajdi/H-7861-2019	KORBAA, Ouajdi/0000-0003-4462-1805; KORBAA, Ouajdi/0000-0003-4462-1805												2194-5357	2194-5365	978-3-319-53480-0; 978-3-319-53479-4				2017	557						384	393		10.1007/978-3-319-53480-0_38							WOS:000406998500038						
C	Sharma, S; Shetty, NP		Satapathy, SC; Tavares, JMRS; Bhateja, V; Mohanty, JR		Sharma, Sujeet; Shetty, Nisha P.			Determining the Popularity of Political Parties Using Twitter Sentiment Analysis	INFORMATION AND DECISION SCIENCES	Advances in Intelligent Systems and Computing				6th International Conference on Frontiers of Intelligent Computing: Theory and Applications (FICTA)	OCT 14-15, 2017	KIIT Univ, Sch Comp Applicat, Bhubaneswar, INDIA		KIIT Univ, Sch Comp Applicat								Shetty, Nisha/0000-0002-4738-4713												2194-5357	2194-5365	978-981-10-7563-6; 978-981-10-7562-9				2018	701						21	29		10.1007/978-981-10-7563-6_3							WOS:000553798400003						
C	Khedkar, AB; Patil, VL		Buyya, R; Thampi, SM		Khedkar, Archana B.; Patil, Vinayak L.			Computer Network Optimization Using Topology Modification	INTELLIGENT DISTRIBUTED COMPUTING	Advances in Intelligent Systems and Computing				3rd International Symposium on Intelligent Informatics (ISI)	SEP 24-27, 2014	Galgotias Coll Engn & Technol, Delhi, INDIA		Galgotias Coll Engn & Technol							Patil, Vinayak/AAQ-1155-2020; Patil, Vinayak/O-2509-2013	Patil, Vinayak/0000-0003-0943-9135												2194-5357		978-3-319-11226-8				2015	321						117	127		10.1007/978-3-319-11227-5_11							WOS:000347783600011						
C	Figueira, A; Sandim, M; Fortuna, P		Rocha, A; Correia, AM; Adeli, H; Reis, LP; Teixeira, MM		Figueira, Alvaro; Sandim, Miguel; Fortuna, Paula			An Approach to Relevancy Detection: contributions to the automatic detection of relevance in social networks	NEW ADVANCES IN INFORMATION SYSTEMS AND TECHNOLOGIES, VOL 1	Advances in Intelligent Systems and Computing				World Conference on Information Systems and Technologies (WorldCIST)	MAR 22-24, 2016	Recife, BRAZIL									Figueira, Alvaro R/B-2829-2012	Figueira, Alvaro R/0000-0002-0507-7504												2194-5357	2194-5365	978-3-319-31232-3; 978-3-319-31231-6				2016	444						89	99		10.1007/978-3-319-31232-3_9							WOS:000417258700009						
C	Castonguay, Y; Plamondon, D		Kantola, JI; Barath, T; Nazir, S; Andre, T		Castonguay, Yan; Plamondon, Daniel			Involvement of Accounting Firms in Companies' Innovation Process	ADVANCES IN HUMAN FACTORS, BUSINESS MANAGEMENT, TRAINING AND EDUCATION	Advances in Intelligent Systems and Computing				International Conference on Human Factors, Business Management and Society	JUL 27-31, 2016	FL																						2194-5357	2194-5365	978-3-319-42070-7; 978-3-319-42069-1				2017	498						315	326		10.1007/978-3-319-42070-7_29							WOS:000390893100029						
C	Bodnicki, M; Pakula, P; Zowade, M		Jablonski, R; Brezina, T		Bodnicki, Maciej; Pakula, Paulina; Zowade, Martyna			Miniature displacement sensor	ADVANCED MECHATRONICS SOLUTIONS	Advances in Intelligent Systems and Computing				11th International Conference on Mechatronics	SEP 21-23, 2015	Warsaw, POLAND	Warsaw Univ Technol, Fac Mechatron								Bodnicki, Maciej/T-9279-2018	Bodnicki, Maciej/0000-0002-4482-4197												2194-5357		978-3-319-23923-1				2016	393						313	318		10.1007/978-3-319-23923-1_47							WOS:000389517600047						
C	Vasinek, M; Platos, J		Burduk, R; Jackowski, K; Kurzynski, M; Wozniak, M; Zolnierek, A		Vasinek, Michal; Platos, Jan			Experiments on Data Classification Using Relative Entropy	PROCEEDINGS OF THE 9TH INTERNATIONAL CONFERENCE ON COMPUTER RECOGNITION SYSTEMS, CORES 2015	Advances in Intelligent Systems and Computing				9th International Conference on Computer Recognition Systems (CORES)	MAY 25-27, 2015	Wroclaw, POLAND	Wroclaw Univ Technol, Dept Syst & Comp Networks								Vasinek, Michal/C-3604-2015; Platos, Jan/F-4563-2012	Platos, Jan/0000-0002-8481-0136												2194-5357	2194-5365	978-3-319-26227-7; 978-3-319-26225-3				2016	403						233	242		10.1007/978-3-319-26227-7_22							WOS:000408649300022						
C	Alfredson, J; Trabasso, LG; Blomstrand, N; Eckerberg, M; Klamer, L; Ledin, J; Tarander, J; Bang, M		Stanton, NA		Alfredson, Jens; Trabasso, Luis G.; Blomstrand, Niklas; Eckerberg, Maria; Klamer, Linda; Ledin, Johanna; Tarander, Jasmine; Bang, Magnus			Engine Failure Induced Task Load Transient for Simulation Based Certification Aiding for Aircraft	ADVANCES IN HUMAN ASPECTS OF TRANSPORTATION	Advances in Intelligent Systems and Computing				AHFE International Conference on Human Factors in Transportation	JUL 17-21, 2017	Los Angeles, CA									Trabasso, Luis/D-3278-2015	Trabasso, Luis/0000-0003-3858-3670												2194-5357	2194-5365	978-3-319-60441-1; 978-3-319-60440-4				2018	597						79	86		10.1007/978-3-319-60441-1_8							WOS:000448241200008						
C	Prasad, AB; Rajeswari, S; Venkannababu, A; Reddy, TR		Satapathy, SC; Tavares, JMRS; Bhateja, V; Mohanty, JR		Prasad, A. Bhanu; Rajeswari, S.; Venkannababu, A.; Reddy, T. Raghunadha			Author Verification Using Rich Set of Linguistic Features	INFORMATION AND DECISION SCIENCES	Advances in Intelligent Systems and Computing				6th International Conference on Frontiers of Intelligent Computing: Theory and Applications (FICTA)	OCT 14-15, 2017	KIIT Univ, Sch Comp Applicat, Bhubaneswar, INDIA		KIIT Univ, Sch Comp Applicat								ANDRAJU, BHANU PRASAD/0000-0001-6841-1162												2194-5357	2194-5365	978-981-10-7563-6; 978-981-10-7562-9				2018	701						197	203		10.1007/978-981-10-7563-6_21							WOS:000553798400021						
C	Sankhwar, S; Pandey, D; Khan, RA		Satapathy, SC; Tavares, JMRS; Bhateja, V; Mohanty, JR		Sankhwar, Shweta; Pandey, Dhirendra; Khan, R. A.			A Step Towards Internet Anonymity Minimization: Cybercrime Investigation Process Perspective	INFORMATION AND DECISION SCIENCES	Advances in Intelligent Systems and Computing				6th International Conference on Frontiers of Intelligent Computing: Theory and Applications (FICTA)	OCT 14-15, 2017	KIIT Univ, Sch Comp Applicat, Bhubaneswar, INDIA		KIIT Univ, Sch Comp Applicat							Pandey, Dhirendra/AAB-5284-2021; Khan, Raees/AAX-6469-2020	Khan, Raees/0000-0002-9454-1312; Sankhwar, Shweta/0000-0003-0743-6854; Pandey, Dr. Dhirendra/0000-0002-3242-1577												2194-5357	2194-5365	978-981-10-7563-6; 978-981-10-7562-9				2018	701						257	265		10.1007/978-981-10-7563-6_27							WOS:000553798400027						
C	Chagas, JBC; Santos, AG		Madureira, AM; Abraham, A; Gamboa, D; Novais, P		Chagas, Jonatas B. C.; Santos, Andre G.			A Branch-and-Price Algorithm for the Double Vehicle Routing Problem with Multiple Stacks and Heterogeneous Demand	INTELLIGENT SYSTEMS DESIGN AND APPLICATIONS (ISDA 2016)	Advances in Intelligent Systems and Computing				16th International Conference on Intelligent Systems Design and Applications (ISDA)	DEC 16-18, 2016	Porto, PORTUGAL	Inst Super Engn Porto, Machine Intelligence Res Labs																					2194-5357	2194-5365	978-3-319-53480-0; 978-3-319-53479-4				2017	557						921	934		10.1007/978-3-319-53480-0_91							WOS:000406998500091						
S	Wojcik, K		Choras, RS		Wojcik, Krzysztof			OTO Model of Building of Structural Knowledge - Areas of Usage and Problems	IMAGE PROCESSING AND COMMUNICATIONS CHALLENGES 4	Advances in Intelligent Systems and Computing																												2194-5357		978-3-642-32383-6				2013	184						215	+			10.1007/978-3-642-32384-3						WOS:000312752300027						
C	Patil, DD; Singh, RP		Dash, SS; Naidu, PCB; Bayindir, R; Das, S		Patil, Dinesh D.; Singh, R. P.			ECG Classification Using Wavelet Transform and Wavelet Network Classifier	ARTIFICIAL INTELLIGENCE AND EVOLUTIONARY COMPUTATIONS IN ENGINEERING SYSTEMS, ICAIECES 2017	Advances in Intelligent Systems and Computing				International Conference on Artificial Intelligence and Evolutionary Computations in Engineering Systems (ICAIECES)	APR 27-29, 2017	Madanapalle Inst Technol & Sci, Madanapalle, INDIA		Madanapalle Inst Technol & Sci																				2194-5357	2194-5365	978-981-10-7868-2; 978-981-10-7867-5				2018	668						289	303		10.1007/978-981-10-7868-2_29							WOS:000550312800029						
