PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
S	Hamadou, S; Mullins, J; Gherbi, A		BouabanaTebibel, T; Rubin, SH		Hamadou, Sardaouna; Mullins, John; Gherbi, Abdelouahed			A Real-Time Concurrent Constraint Calculus for Analyzing Avionic Systems Embedded in the IMA Connected Through TTEthernet	THEORETICAL INFORMATION REUSE AND INTEGRATION	Advances in Intelligent Systems and Computing																Gherbi, Abdelouahed/0000-0001-9117-5743												2194-5357	2194-5365	978-3-319-31311-5; 978-3-319-31309-2				2016	446						85	111		10.1007/978-3-319-31311-5_4	10.1007/978-3-319-31311-5						WOS:000383504200005						
C	Blinowski, GJ		Borzemski, L; Swiatek, J; Wilimowska, Z		Blinowski, Grzegorz J.			Risk-Based Decision Making in IoT Systems	INFORMATION SYSTEMS ARCHITECTURE AND TECHNOLOGY, PT I	Advances in Intelligent Systems and Computing				38th International Conference on Information Systems Architecture and Technology (ISAT)	SEP 17-19, 2017	Szklarska Poreba, POLAND	Wroclaw Univ Technol, Fac Comp Sci & Management, Dept Comp Sci, Wroclaw Univ Technol, Fac Comp Sci & Management, Dept Management Syst									Blinowski, Grzegorz/0000-0002-0869-2828												2194-5357	2194-5365	978-3-319-67220-5; 978-3-319-67219-9				2018	655						230	241		10.1007/978-3-319-67220-5_21							WOS:000452449500021						
C	Somasundaram, TS; Govindarajan, K; Rajagopalan, MR; Rao, SM		Kumar, MA; Selvarani, R; Kumar, TVS		Somasundaram, Thamarai Selvi; Govindarajan, Kannan; Rajagopalan, M. R.; Rao, S. Madhusudhana			A Broker Based Architecture for Adaptive Load Balancing and Elastic Resource Provisioning and Deprovisioning in Multi-tenant Based Cloud Environments	PROCEEDINGS OF INTERNATIONAL CONFERENCE ON ADVANCES IN COMPUTING	Advances in Intelligent Systems and Computing				International Conference on Advances in Computing (ICAdC 2012)	JUL 04-06, 2012	M S Ramaiah Inst Technol, INDIA	M S Ramaiah Inst Technol, Informat Sci & Engn, M S Ramaiah Inst Technol, Comp Sci & Engn, M S Ramaiah Inst Technol, Comp Applicat	M S Ramaiah Inst Technol							Govindarajan, Kannan/E-8055-2016	Govindarajan, Kannan/0000-0002-5126-6373												2194-5357	2194-5365	978-81-322-0739-9; 978-81-322-0740-5				2013	174						561	573									WOS:000316088900067						
C	Sumila, M		Zamojski, W; Mazurkiewicz, J; Sugier, J; Walkowiak, T; Kacprzyk, J		Sumila, Marek			Risk Analysis of Interference Railway GSM-R System in Polish Conditions	DEPENDABILITY ENGINEERING AND COMPLEX SYSTEMS	Advances in Intelligent Systems and Computing				11th International Conference on Dependability and Complex Systems (DepCoS-RELCOMEX)	JUN 27-JUL 01, 2016	Brunow, POLAND	Wroclaw Univ Sci & Technol, Dept Comp Engn								Sumila, Marek/X-8688-2019	Sumila, Marek/0000-0003-3525-1953												2194-5357	2194-5365	978-3-319-39639-2; 978-3-319-39638-5				2016	470						469	478		10.1007/978-3-319-39639-2_41							WOS:000389636200041						
C	Pelka, P; Dudek, G		Borzemski, L; Swiatek, J; Wilimowska, Z		Pelka, Pawel; Dudek, Grzegorz			Neuro-Fuzzy System for Medium-Term Electric Energy Demand Forecasting	INFORMATION SYSTEMS ARCHITECTURE AND TECHNOLOGY, PT I	Advances in Intelligent Systems and Computing				38th International Conference on Information Systems Architecture and Technology (ISAT)	SEP 17-19, 2017	Szklarska Poreba, POLAND	Wroclaw Univ Technol, Fac Comp Sci & Management, Dept Comp Sci, Wroclaw Univ Technol, Fac Comp Sci & Management, Dept Management Syst								Pelka, Pawel/AAN-1027-2021; Dudek, Grzegorz/A-8730-2017	Pelka, Pawel/0000-0002-2609-811X; Dudek, Grzegorz/0000-0002-2285-0327												2194-5357	2194-5365	978-3-319-67220-5; 978-3-319-67219-9				2018	655						38	47		10.1007/978-3-319-67220-5_4							WOS:000452449500004						
C	Arroyo, A; Tricio, V; Herrero, A; Corchado, E		Garcia, HP; AlfonsoCendon, J; Gonzalez, LS; Quintian, H; Corchado, E		Arroyo, Angel; Tricio, Veronica; Herrero, Alvaro; Corchado, Emilio			Analysing the Effect of Recent Anti-pollution Policies in Madrid City Through Soft-Computing	INTERNATIONAL JOINT CONFERENCE SOCO'17- CISIS'17-ICEUTE'17 PROCEEDINGS	Advances in Intelligent Systems and Computing				12th Int Conf Soft Computing Models in Industrial and Environmental Applications (SOCO) / 10th Int Conf on Computational Intelligence in Security for Information Systems (CISIS) / 8th Int Conf on European Transnational Education	SEP 06-08, 2017	Leon, SPAIN	COESI, Startup Ole, Int Federat Computat Log, Res Inst Appl Sci Cybersecur								Herrero, Alvaro/C-7404-2009; Arroyo, Angel/E-8935-2016	Herrero, Alvaro/0000-0002-2444-5384; Arroyo, Angel/0000-0002-1614-9075												2194-5357	2194-5365	978-3-319-67180-2; 978-3-319-67179-6				2018	649						286	295		10.1007/978-3-319-67180-2_28							WOS:000432924900028						
C	Perez, JB; Encinas, AH; Martin-Vaquero, J; Queiruga-Dios, A; Nova, AM; Gonzalez, JT		Omatu, S; Rodriguez, S; Villarrubia, G; Faria, P; Sitek, P; Prieto, J		Bullon Perez, J.; Hernandez Encinas, A.; Martin-Vaquero, J.; Queiruga-Dios, A.; Martinez Nova, A.; Torreblanca Gonzalez, J.			Proposal of Wearable Sensor-Based System for Foot Temperature Monitoring	DISTRIBUTED COMPUTING AND ARTIFICIAL INTELLIGENCE	Advances in Intelligent Systems and Computing				14th International Symposium on Distributed Computing and Artificial Intelligence (DCAI)	JUN 21-23, 2017	Porto, PORTUGAL	Osaka Inst Technol, Polytechn Porto, Univ Salamanca, IBM, Indra, IEEE Syst Man & Cybernet Soc Spain								del Rey, Angel Martin/K-7825-2014	del Rey, Angel Martin/0000-0002-3600-0016; Martinez Nova, Alfonso/0000-0001-5536-2509												2194-5357	2194-5365	978-3-319-62410-5				2018	620						165	172		10.1007/978-3-319-62410-5_20							WOS:000426343700020						
C	Cuka, M; Elmazi, D; Oda, T; Kulla, E; Ikeda, M; Barolli, L		Barolli, L; Terzo, O		Cuka, Miralda; Elmazi, Donald; Oda, Tetsuya; Kulla, Elis; Ikeda, Makoto; Barolli, Leonard			A Delay-Aware Fuzzy-Based System for Selection of IoT Devices in Opportunistic Networks	COMPLEX, INTELLIGENT, AND SOFTWARE INTENSIVE SYSTEMS, CISIS-2017	Advances in Intelligent Systems and Computing				11th International Conference on Complex, Intelligent, and Software Intensive Systems (CISIS)	JUL 10-12, 2017	Ist Superiore Mario Boella, Torino, ITALY		Ist Superiore Mario Boella							Elmazi, Donald/ABA-7957-2020; Spaho, Evjola/AAH-8461-2019	Elmazi, Donald/0000-0001-9621-0755												2194-5357	2194-5365	978-3-319-61566-0; 978-3-319-61565-3				2018	611						3	13		10.1007/978-3-319-61566-0_1							WOS:000432998800001						
C	Yang, Q		MizeraPietraszko, J; Pichappan, P		Yang, Qian			The Research on the Analysis of Characteristics and Performance of ICAI for Table Tennis Training	LECTURE NOTES IN REAL-TIME INTELLIGENT SYSTEMS (RTIS 2016)	Advances in Intelligent Systems and Computing				1st Beijing International Conference on Real-Time Intelligent Systems (RTIS)	SEP 01-03, 2016	Beijing, PEOPLES R CHINA																						2194-5357	2194-5365	978-3-319-60744-3; 978-3-319-60743-6				2018	613						279	288		10.1007/978-3-319-60744-3_30							WOS:000452919900030						
C	Macedo, P; Madeira, RN; Correia, A; Jardim, M		Rocha, A; Correia, AM; Tan, FB; Stroetmann, KA		Macedo, Patrcia; Madeira, Rui Neves; Correia, Andre; Jardim, Marco			A Web System Based on a Sports Injuries Model towards Global Athletes Monitoring	NEW PERSPECTIVES IN INFORMATION SYSTEMS AND TECHNOLOGIES, VOL 2	Advances in Intelligent Systems and Computing				World Conference on Information Systems and Technologies (WorldCIST)	APR 15-18, 2014	Funchal, PORTUGAL									Correia, Andre/A-5330-2010; Madeira, Rui Neves/N-1849-2014	Correia, Andre/0000-0002-0119-9790; Madeira, Rui Neves/0000-0001-7360-3855; Jardim, Marco/0000-0002-6937-1518; Macedo, Patricia/0000-0003-4333-6754												2194-5357		978-3-319-05948-8; 978-3-319-05947-1				2014	276						377	383		10.1007/978-3-319-05948-8_36							WOS:000354299300036						
C	Gummineni, M; Rao, PT		Bhateja, V; LeNguyen, B; Nguyen, NG; Satapathy, SC; Le, DN		Gummineni, Madhuri; Rao, P. Trinatha			Implementing Complex Radio System in Short Time Using Cognitive Radio	INFORMATION SYSTEMS DESIGN AND INTELLIGENT APPLICATIONS, INDIA 2017	Advances in Intelligent Systems and Computing				4th International Conference on Information Systems Design and Intelligent Applications (INDIA)	JUN 15-17, 2017	Duy Tan Univ, Da Nang, VIETNAM		Duy Tan Univ																				2194-5357	2194-5365	978-981-10-7512-4; 978-981-10-7511-7				2018	672						263	271		10.1007/978-981-10-7512-4_27							WOS:000456194600027						
C	Pawluszewicz, E		Mitkowski, W; Kacprzyk, J; Oprzedkiewicz, K; Skruch, P		Pawluszewicz, Ewa			Remarks on descriptor fractional-order systems with l-memory and its stability in Lyapunov sense	TRENDS IN ADVANCED INTELLIGENT CONTROL, OPTIMIZATION AND AUTOMATION	Advances in Intelligent Systems and Computing				19th Polish Control Conference (KKA)	JUN 18-21, 2017	Krakow, POLAND	AGH Univ Sci & Technol, Fac Elect Engn, Automat, Comp Sci & Biomed Engn, Dept Automat & Biomed Engn, Polish Acad Sci, Comm Automat Control & Robot, Polish Acad Arts & Sci, Commiss Engn Sci																					2194-5357	2194-5365	978-3-319-60699-6				2017	577						415	424		10.1007/978-3-319-60699-6_40							WOS:000470009800040						
C	Suerdem, A; Yenicioglu, B; Demir, O		Theeramunkong, T; Skulimowski, AMJ; Yuizono, T; Kunifuji, S		Suerdem, Ahmet; Yenicioglu, Baskin; Demir, Ozge			Designing a Social Innovation Based Knowledge Support System: A Preliminary Guideline	RECENT ADVANCES AND FUTURE PROSPECTS IN KNOWLEDGE, INFORMATION AND CREATIVITY SUPPORT SYSTEMS	Advances in Intelligent Systems and Computing				10th International Conference on Knowledge, Information and Creativity Support Systems (KICSS)	NOV 12-14, 2015	Phuket, THAILAND									suerdem, ahmet/AAJ-4523-2021	suerdem, ahmet/0000-0001-5692-8594												2194-5357	2194-5365	978-3-319-70019-9; 978-3-319-70018-2				2018	685						156	167		10.1007/978-3-319-70019-9_13							WOS:000436477900013						
C	Korobiichuk, I; Ladanyuk, A; Shumyhai, D; Boyko, R; Reshetiuk, V; Kaminski, M		Szewczyk, R; Kaliczynska, M		Korobiichuk, Igor; Ladanyuk, Anatoliy; Shumyhai, Dmytro; Boyko, Regina; Reshetiuk, Volodymyr; Kaminski, Marcin			How to Increase Efficiency of Automatic Control of Complex Plants by Development and Implementation of Coordination Control System	RECENT ADVANCES IN SYSTEMS, CONTROL AND INFORMATION TECHNOLOGY	Advances in Intelligent Systems and Computing				International Conference on Systems, Control and Information Technologies (SCIT)	MAY 20-21, 2016	Warsaw, POLAND									Korobiichuk, Igor/M-1869-2015; Boiko, Regina/C-8192-2019	Korobiichuk, Igor/0000-0002-5865-7668; Boiko, Rehina/0000-0002-7781-5166; Kaminski, Marcin/0000-0002-2832-1645												2194-5357		978-3-319-48923-0; 978-3-319-48922-3				2017	543						189	195		10.1007/978-3-319-48923-0_23							WOS:000413065400023						
C	Karoui, A; Ibn Taarit, K; Ksouri, M		Abraham, A; WegrzynWolska, K; Hassanien, AE; Snasel, V; Alimi, AM		Karoui, Asma; Ibn Taarit, Kaouther; Ksouri, Moufida			Algebraic Identification Approach of Multiple Unknown Time-Delays of Continuous-Time Linear Systems	PROCEEDINGS OF THE SECOND INTERNATIONAL AFRO-EUROPEAN CONFERENCE FOR INDUSTRIAL ADVANCEMENT (AECIA 2015)	Advances in Intelligent Systems and Computing				2nd International Afro-European Conference for Industrial Advancement (AECIA)	SEP 09-11, 2015	Engn Sch Digital Sci, AllianSTIC Lab, Villejuif, FRANCE	Tech Univ Ostrava, Dept Comp Sci, Univ Sfax, Res Grp Intelligent Machines	Engn Sch Digital Sci, AllianSTIC Lab																				2194-5357		978-3-319-29504-6; 978-3-319-29503-9				2016	427						315	325		10.1007/978-3-319-29504-6_31							WOS:000371912400031						
C	Narayanan, VA; Rajeswari, A; Sureshkumar, V		Suresh, LP; Dash, SS; Panigrahi, BK		Narayanan, V. Anantha; Rajeswari, A.; Sureshkumar, V.			Service-Adaptive Fuzzy Multi Criteria Based Intelligent Vertical Handover Decision Algorithm for Heterogeneous Wireless Networks	ARTIFICIAL INTELLIGENCE AND EVOLUTIONARY ALGORITHMS IN ENGINEERING SYSTEMS, VOL 1	Advances in Intelligent Systems and Computing				International Conference on Artificial Intelligence and Evolutionary Algorithms in Engineering Systems (ICAEES)	APR 22-23, 2014	Noorul Islam Univ, Noorul Islam Ctr Higher Educ, Kumaracoil, INDIA		Noorul Islam Univ, Noorul Islam Ctr Higher Educ							A, Rajeswari/Z-2912-2019	Anantha Narayanan, V/0000-0003-1167-939X; A, RAJESWARI/0000-0001-9194-8355												2194-5357		978-81-322-2126-5; 978-81-322-2125-8				2015	324						297	304		10.1007/978-81-322-2126-5_33							WOS:000357781400033						
C	Gaikwad, S; Gawali, B; Mehrotra, S		Chaki, R; Cortesi, A; Saeed, K; Chaki, N		Gaikwad, Santosh; Gawali, Bharti; Mehrotra, Suresh			Design and Development of Marathi Speech Interface System	ADVANCED COMPUTING AND SYSTEMS FOR SECURITY, VOL 2	Advances in Intelligent Systems and Computing				2nd International Doctoral Symposium on Applied Computation and Security Systems (ACSS)	MAY 23-25, 2015	Kolkata, INDIA	Tata Consultancy Serv, Springer India, ACM India, M s Business Brio, M s Enixs								Gaikwad, Santosh K./D-4130-2015	gaikwad, santosh/0000-0003-0730-6363; Mehrotra, Suresh/0000-0002-6683-656X												2194-5357	2194-5365	978-81-322-2653-6; 978-81-322-2651-2				2016	396						3	20		10.1007/978-81-322-2653-6_1							WOS:000381881600001						
C	Kaczorek, T		Szewczyk, R; Zielinski, C; Kaliczynska, M		Kaczorek, Tadeusz			Reachability and Observability of the Fractional Linear Systems with State and Output Feedbacks	AUTOMATION 2018: ADVANCES IN AUTOMATION, ROBOTICS AND MEASUREMENT TECHNIQUES	Advances in Intelligent Systems and Computing				International Conference on Automation	MAR 21-23, 2018	Warsaw, POLAND																						2194-5357	2194-5365	978-3-319-77179-3; 978-3-319-77178-6				2018	743						116	131		10.1007/978-3-319-77179-3_11							WOS:000462745200011						
C	Anzab, NR; Mousavi, SJ; Rousta, BA; Kim, JH		Kim, JH; Geem, ZW		Anzab, Nasrin Rafiee; Mousavi, S. Jamshid; Rousta, Bentolhoda A.; Kim, Joong Hoon			Simulation Optimization for Optimal Sizing of Water Transfer Systems	HARMONY SEARCH ALGORITHM	Advances in Intelligent Systems and Computing				2nd International Conference on Harmony Search Algorithm (ICHSA)	AUG 19-21, 2015	Korea Univ, Seoul, SOUTH KOREA	Natl Res Fdn	Korea Univ							Kim, Joong Hoon/F-7899-2011	Mousavi, S. Jamshid/0000-0002-5318-9738												2194-5357		978-3-662-47926-1; 978-3-662-47925-4				2016	382						365	375		10.1007/978-3-662-47926-1_35							WOS:000381804100035						
C	Yu, Y; Zhao, HQ		Wen, Z; Li, T		Yu, Yi; Zhao, Haiquan			An Efficient Memory- Improved Proportionate Affine Projection Sign Algorithm Based on l(0)-Norm for Sparse System Identification	FOUNDATIONS OF INTELLIGENT SYSTEMS (ISKE 2013)	Advances in Intelligent Systems and Computing				8th International Conference on Intelligent Systems and Knowledge Engineering (ISKE)	NOV 20-23, 2013	Shenzhen, PEOPLES R CHINA	Shenzhen Univ, Sci China Press, Chinese Acad Sci, IEEE Computat Intelligence Soc, Chinese Assoc Artificial Intelligence, State Key Lab Complex Elect Syst Simulat, Sci & Technol Integrated Informat Syst Lab, SW Jiaotong Univ, Univ Technol								Yu, Yi/N-3431-2016	Yu, Yi/0000-0003-3790-0945												2194-5357	2194-5365	978-3-642-54924-3; 978-3-642-54923-6				2014	277						509	518		10.1007/978-3-642-54924-3_48							WOS:000349457000048						
C	Papez, M; Vlcek, K		Silhavy, R; Senkerik, R; Oplatkova, ZK; Silhavy, P; Prokopova, Z		Papez, Martin; Vlcek, Karel			Model of Surveillance System Based on Sound Tracking	AUTOMATION CONTROL THEORY PERSPECTIVES IN INTELLIGENT SYSTEMS	Advances in Intelligent Systems and Computing				5th Computer Science On-line Conference (CSOC)	APR 27-30, 2016	Prague, ELECTR NETWORK																						2194-5357		978-3-319-33389-2; 978-3-319-33387-8				2016	466						267	278		10.1007/978-3-319-33389-2_26							WOS:000385788100026						
C	Jankowski, J; Salabun, W; Watrobski, J		Zgrzywa, A; Choros, K; Sieminski, A		Jankowski, Jaroslaw; Salabun, Wojciech; Watrobski, Jaroslaw			Identification of a Multi-criteria Assessment Model of Relation Between Editorial and Commercial Content in Web Systems	MULTIMEDIA AND NETWORK INFORMATION SYSTEMS, MISSI 2016	Advances in Intelligent Systems and Computing				10th International on Conference Multimedia and Network Information Systems (MISSI)	SEP 14-16, 2016	POLAND	Wroclaw Univ Sci & Technol								Salabun, Wojciech/H-2883-2016; Watrobski, Jaroslaw/ABI-7844-2020	Salabun, Wojciech/0000-0001-7076-2519; Watrobski, Jaroslaw/0000-0002-4415-9414												2194-5357	2194-5365	978-3-319-43982-2; 978-3-319-43981-5				2017	506						295	305		10.1007/978-3-319-43982-2_26							WOS:000398736400026						
C	Bazydlo, P; Dabrowski, S; Szewczyk, R		Awrejcewicz, J; Szewczyk, R; Trojnacki, M; Kaliczynska, M		Bazydlo, Piotr; Dabrowski, Szymon; Szewczyk, Roman			Wireless Temperature Measurement System Based on the IQRF Platform	MECHATRONICS: IDEAS FOR INDUSTRIAL APPLICATIONS	Advances in Intelligent Systems and Computing				International Conference on Mechatronics - Ideas for Industrial Applications	MAY 12-14, 2014	Lodz, POLAND										Szewczyk, Roman/0000-0002-1214-1009												2194-5357	2194-5365	978-3-319-10990-9; 978-3-319-10989-3				2015	317						281	288		10.1007/978-3-319-10990-9_25							WOS:000370546800025						
C	Babic, F; Curova, B		Borzemski, L; Grzech, A; Swiatek, J; Wilimowska, Z		Babic, Frantisek; Curova, Barbora			Effective Project Management Using Web-Based System with Integrated Knowledge Base	INFORMATION SYSTEMS ARCHITECTURE AND TECHNOLOGY - ISAT 2016 - PT I	Advances in Intelligent Systems and Computing				37th International Conference on Information Systems Architecture and Technology (ISAT)	SEP 18-20, 2016	Karpacz, POLAND	Wroclaw Univ Sci & Technol, Dept Comp Sci, Wroclaw Univ Sci & Technol, Dept Management Syst								Babic, Frantisek/I-3890-2014	Babic, Frantisek/0000-0003-2225-5955												2194-5357		978-3-319-46583-8; 978-3-319-46582-1				2017	521						93	101		10.1007/978-3-319-46583-8_8							WOS:000392269200008						
C	Raghavendra, G; Ramachandra, M		Silhavy, R; Senkerik, R; Oplatkova, ZK; Silhavy, P; Prokopova, Z		Raghavendra, G.; Ramachandra, Manjunath			Predictive-Based Stochastic Modelling of Power Transmission System for Leveraging Fault Tolerance	AUTOMATION CONTROL THEORY PERSPECTIVES IN INTELLIGENT SYSTEMS	Advances in Intelligent Systems and Computing				5th Computer Science On-line Conference (CSOC)	APR 27-30, 2016	Prague, CZECH REPUBLIC																						2194-5357	2194-5365	978-3-319-33389-2; 978-3-319-33387-8				2016	466						183	193		10.1007/978-3-319-33389-2_18							WOS:000385788100018						
C	Sehili, S; Capocchi, L; Santucci, JF; Lavirotte, S; Tigli, JY		Obaidat, MS; Kacprzyk, J; Oren, T; Filipe, J		Sehili, S.; Capocchi, L.; Santucci, J. F.; Lavirotte, S.; Tigli, J. Y.			IoT Efficient Design Using WComp Framework and Discrete Event Modeling and Simulation	SIMULATION AND MODELING METHODOLOGIES, TECHNOLOGIES AND APPLICATIONS (SIMULTECH 2015)	Advances in Intelligent Systems and Computing				5th International Conference on Simulation and Modeling Methodologies, Technologies and Applications (SIMULTECH)	JUL 21-23, 2015	Colmar, FRANCE	Inst Syst & Technologies Informat Control & Commun, Univ Haute Alsace, Liophant Simulat & Simulat Team								Capocchi, Laurent/AAX-7612-2020	Capocchi, Laurent/0000-0002-0793-8742												2194-5357		978-3-319-31295-8; 978-3-319-31294-1				2016	442						49	67		10.1007/978-3-319-31295-8_4							WOS:000386915200004						
